id,Area,StreetName,DateTime,TotalVehiclesParked,TotalParkingSpace,Occupancy,dayOfWeek
7318,Pike-Pine,BELMONT AVE BETWEEN E PIKE ST AND E PINE ST,2018-10-05 18:00:00,8,12,0.6667,Friday
7319,Pike-Pine,E PINE ST BETWEEN MELROSE AVE AND BELLEVUE AVE,2016-05-17 00:00:00,10,15,0.6667,Tuesday
7320,Pike-Pine,11TH AVE BETWEEN E PIKE ST AND E PINE ST,2014-04-24 18:00:00,25,29,0.8621,Thursday
7321,Pike-Pine,BOYLSTON AVE BETWEEN E PIKE ST AND E PINE ST,2016-05-17 14:00:00,10,15,0.6667,Tuesday
7322,Pike-Pine,BOYLSTON AVE BETWEEN E UNION ST AND E PIKE ST,2016-05-17 20:00:00,10,15,0.6667,Tuesday
7323,Pike-Pine,BELMONT AVE BETWEEN E PIKE ST AND E PINE ST,2018-10-05 23:00:00,8,12,0.6667,Friday
7324,Pike-Pine,MELROSE AVE BETWEEN PIKE ST AND PINE ST,2016-05-17 08:00:00,10,15,0.6667,Tuesday
7325,Pike-Pine,E PIKE ST BETWEEN BROADWAY AND 10TH AVE,2016-05-17 15:00:00,10,15,0.6667,Tuesday
7326,Pike-Pine,E PINE ST BETWEEN 10TH AVE AND 11TH AVE,2016-05-17 21:00:00,10,15,0.6667,Tuesday
7327,Pike-Pine,10TH AVE BETWEEN E PIKE ST AND E PINE ST,2015-04-16 10:00:00,9,13,0.6923,Thursday
7328,Pike-Pine,11TH AVE BETWEEN E MADISON ST AND E UNION ST,2017-05-11 13:00:00,10,15,0.6667,Thursday
7329,Pike-Pine,12TH AVE BETWEEN E PIKE ST AND E PINE ST,2016-05-17 10:00:00,10,15,0.6667,Tuesday
7330,Pike-Pine,E PINE ST BETWEEN BROADWAY AND NAGLE PL,2016-05-17 16:00:00,10,15,0.6667,Tuesday
7331,Pike-Pine,MINOR AVE BETWEEN PIKE ST AND PINE ST,2016-05-17 16:00:00,10,15,0.6667,Tuesday
7332,Pike-Pine,11TH AVE BETWEEN E PIKE ST AND E PINE ST,2018-10-05 08:00:00,5,11,0.4545,Friday
7333,Pike-Pine,BROADWAY BETWEEN E PIKE ST AND E PINE ST,2016-05-17 23:00:00,10,15,0.6667,Tuesday
7334,Pike-Pine,13TH AVE BETWEEN E PIKE ST AND E PINE ST,2015-04-16 17:00:00,8,12,0.6667,Thursday
7335,Pike-Pine,E PINE ST BETWEEN 10TH AVE AND 11TH AVE,2014-04-24 08:00:00,5,10,0.5,Thursday
7336,Pike-Pine,E PIKE ST BETWEEN 13TH AVE AND 14TH AVE,2017-05-11 18:00:00,5,10,0.5,Thursday
7337,Pike-Pine,MELROSE AVE BETWEEN PIKE ST AND PINE ST,2016-05-17 11:00:00,10,15,0.6667,Tuesday
7338,Pike-Pine,11TH AVE BETWEEN E UNION ST AND E PIKE ST,2016-05-17 18:00:00,10,15,0.6667,Tuesday
7339,Pike-Pine,HARVARD AVE BETWEEN E PIKE ST AND E PINE ST,2018-10-05 13:00:00,5,11,0.4545,Friday
7340,Pike-Pine,E PIKE ST BETWEEN 12TH AVE AND 13TH AVE,2014-04-24 14:00:00,5,11,0.4545,Thursday
7341,Pike-Pine,BELMONT AVE BETWEEN E UNION ST AND E PIKE ST,2017-05-11 22:00:00,12,16,0.75,Thursday
7342,Pike-Pine,10TH AVE BETWEEN E UNION ST AND E PIKE ST,2016-05-17 13:00:00,10,15,0.6667,Tuesday
7343,Pike-Pine,BOYLSTON AVE BETWEEN E UNION ST AND E PIKE ST,2016-05-17 19:00:00,10,15,0.6667,Tuesday
7344,Pike-Pine,BELMONT AVE BETWEEN E PIKE ST AND E PINE ST,2018-10-05 19:00:00,8,12,0.6667,Friday
7345,Pike-Pine,10TH AVE BETWEEN E UNION ST AND E PIKE ST,2016-05-17 08:00:00,10,15,0.6667,Tuesday
7346,Pike-Pine,11TH AVE BETWEEN E PIKE ST AND E PINE ST,2014-04-24 19:00:00,25,29,0.8621,Thursday
7347,Pike-Pine,E PINE ST BETWEEN 10TH AVE AND 11TH AVE,2016-05-17 14:00:00,10,15,0.6667,Tuesday
7348,Pike-Pine,E PINE ST BETWEEN 10TH AVE AND 11TH AVE,2016-05-17 20:00:00,10,15,0.6667,Tuesday
7349,Pike-Pine,BROADWAY CT BETWEEN E MADISON ST AND E SENECA ST,2017-11-05 08:00:00,10,15,0.6667,Sunday
7350,Pike-Pine,12TH AVE BETWEEN E MADISON ST AND E PIKE ST,2016-05-17 09:00:00,10,15,0.6667,Tuesday
7351,Pike-Pine,E UNION ST BETWEEN BELMONT AVE AND BOYLSTON AVE,2016-05-17 15:00:00,10,15,0.6667,Tuesday
7352,Pike-Pine,MELROSE AVE BETWEEN PIKE ST AND PINE ST,2016-05-17 21:00:00,10,15,0.6667,Tuesday
7353,Pike-Pine,E PIKE ST BETWEEN 12TH AVE AND 13TH AVE,2015-04-16 11:00:00,5,11,0.4545,Thursday
7354,Pike-Pine,BROADWAY BETWEEN E PIKE ST AND E PINE ST,2017-05-11 14:00:00,10,15,0.6667,Thursday
7355,Pike-Pine,E PIKE ST BETWEEN BROADWAY AND 10TH AVE,2016-05-17 10:00:00,10,15,0.6667,Tuesday
7356,Pike-Pine,BOYLSTON AVE BETWEEN E PIKE ST AND E PINE ST,2016-05-17 17:00:00,10,15,0.6667,Tuesday
7357,Pike-Pine,E UNION ST BETWEEN BROADWAY CT AND 10TH AVE,2018-10-05 08:00:00,10,15,0.6667,Friday
7358,Pike-Pine,E PINE ST BETWEEN BROADWAY AND NAGLE PL,2016-05-17 23:00:00,10,15,0.6667,Tuesday
7359,Pike-Pine,11TH AVE BETWEEN E PIKE ST AND E PINE ST,2015-04-16 19:00:00,25,29,0.8621,Thursday
7360,Pike-Pine,10TH AVE BETWEEN E PIKE ST AND E PINE ST,2014-04-24 10:00:00,20,27,0.7407,Thursday
7361,Pike-Pine,BELMONT AVE BETWEEN E PIKE ST AND E PINE ST,2017-05-11 19:00:00,5,11,0.4545,Thursday
7362,Pike-Pine,12TH AVE BETWEEN E MADISON ST AND E PIKE ST,2016-05-17 12:00:00,10,15,0.6667,Tuesday
7363,Pike-Pine,E MADISON ST BETWEEN 10TH AVE AND E SENECA ST,2016-05-17 18:00:00,10,15,0.6667,Tuesday
7364,Pike-Pine,HARVARD AVE BETWEEN E PIKE ST AND E PINE ST,2018-10-05 15:00:00,5,11,0.4545,Friday
7365,Pike-Pine,10TH AVE BETWEEN E PIKE ST AND E PINE ST,2016-05-17 00:00:00,9,13,0.6923,Tuesday
7366,Pike-Pine,BELMONT AVE BETWEEN E UNION ST AND E PIKE ST,2014-04-24 15:00:00,10,15,0.6667,Thursday
7367,Pike-Pine,E PIKE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,2017-05-11 23:00:00,5,10,0.5,Thursday
7368,Pike-Pine,BROADWAY BETWEEN E PIKE ST AND E PINE ST,2016-05-17 13:00:00,10,15,0.6667,Tuesday
7369,Pike-Pine,E PIKE ST BETWEEN MELROSE AVE AND BELLEVUE AVE,2016-05-17 19:00:00,10,15,0.6667,Tuesday
7370,Pike-Pine,E PIKE ST BETWEEN 12TH AVE AND 13TH AVE,2018-10-05 20:00:00,8,12,0.6667,Friday
7371,Pike-Pine,BROADWAY BETWEEN E PIKE ST AND E PINE ST,2016-05-17 08:00:00,10,15,0.6667,Tuesday
7372,Pike-Pine,11TH AVE BETWEEN E PIKE ST AND E PINE ST,2014-04-24 21:00:00,25,29,0.8621,Thursday
7373,Pike-Pine,MINOR AVE BETWEEN PIKE ST AND PINE ST,2016-05-17 14:00:00,10,15,0.6667,Tuesday
7374,Pike-Pine,E UNION ST BETWEEN BROADWAY AND BROADWAY CT,2016-05-17 20:00:00,10,15,0.6667,Tuesday
7375,Pike-Pine,HARVARD AVE BETWEEN E PIKE ST AND E PINE ST,2017-11-05 08:00:00,5,11,0.4545,Sunday
7376,Pike-Pine,E PIKE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,2016-05-17 09:00:00,10,15,0.6667,Tuesday
7377,Pike-Pine,10TH AVE BETWEEN E SENECA ST AND E UNION ST,2016-05-17 16:00:00,12,16,0.75,Tuesday
7378,Pike-Pine,BOYLSTON AVE BETWEEN E PIKE ST AND E PINE ST,2016-05-17 22:00:00,10,15,0.6667,Tuesday
7379,Pike-Pine,10TH AVE BETWEEN E PIKE ST AND E PINE ST,2015-04-16 13:00:00,20,27,0.7407,Thursday
7380,Pike-Pine,10TH AVE BETWEEN E PIKE ST AND E PINE ST,2017-05-11 16:00:00,20,27,0.7407,Thursday
7381,Pike-Pine,E UNION ST BETWEEN 11TH AVE AND 12TH AVE,2016-05-17 10:00:00,10,15,0.6667,Tuesday
7382,Pike-Pine,11TH AVE BETWEEN E PIKE ST AND E PINE ST,2015-04-16 14:00:00,25,29,0.8621,Thursday
7383,Pike-Pine,E UNION ST BETWEEN SENECA ST AND BROADWAY,2017-05-11 16:00:00,10,15,0.6667,Thursday
7384,Pike-Pine,10TH AVE BETWEEN E UNION ST AND E PIKE ST,2016-05-17 11:00:00,10,15,0.6667,Tuesday
7385,Pike-Pine,E PIKE ST BETWEEN 11TH AVE AND 12TH AVE,2016-05-17 17:00:00,10,15,0.6667,Tuesday
7386,Pike-Pine,E PINE ST BETWEEN 10TH AVE AND 11TH AVE,2018-10-05 09:00:00,5,10,0.5,Friday
7387,Pike-Pine,PINE ST BETWEEN MINOR AVE AND MELROSE AVE,2016-05-17 23:00:00,10,15,0.6667,Tuesday
7388,Pike-Pine,13TH AVE BETWEEN E PIKE ST AND E PINE ST,2015-04-16 20:00:00,8,12,0.6667,Thursday
7389,Pike-Pine,13TH AVE BETWEEN E PIKE ST AND E PINE ST,2014-04-24 11:00:00,8,12,0.6667,Thursday
7390,Pike-Pine,BELMONT AVE BETWEEN E PIKE ST AND E PINE ST,2017-05-11 20:00:00,5,11,0.4545,Thursday
7391,Pike-Pine,E PIKE ST BETWEEN 10TH AVE AND 11TH AVE,2016-05-17 12:00:00,10,15,0.6667,Tuesday
7392,Pike-Pine,E PINE ST BETWEEN 11TH AVE AND 12TH AVE,2016-05-17 18:00:00,10,15,0.6667,Tuesday
7393,Pike-Pine,HARVARD AVE BETWEEN E PIKE ST AND E PINE ST,2018-10-05 16:00:00,5,11,0.4545,Friday
7394,Pike-Pine,BOYLSTON AVE BETWEEN E UNION ST AND E PIKE ST,2016-05-17 00:00:00,10,15,0.6667,Tuesday
7395,Pike-Pine,E PIKE ST BETWEEN 13TH AVE AND 14TH AVE,2014-04-24 16:00:00,5,10,0.5,Thursday
7396,Pike-Pine,E PINE ST BETWEEN MELROSE AVE AND BELLEVUE AVE,2016-05-17 13:00:00,10,15,0.6667,Tuesday
7397,Pike-Pine,E UNION ST BETWEEN BELMONT AVE AND BOYLSTON AVE,2016-05-17 19:00:00,10,15,0.6667,Tuesday
7398,Pike-Pine,E PINE ST BETWEEN 10TH AVE AND 11TH AVE,2018-10-05 21:00:00,5,10,0.5,Friday
7399,Pike-Pine,E PIKE ST BETWEEN HARVARD AVE AND BROADWAY,2016-05-17 08:00:00,10,15,0.6667,Tuesday
7400,Pike-Pine,13TH AVE BETWEEN E PIKE ST AND E PINE ST,2014-04-24 22:00:00,8,12,0.6667,Thursday
7401,Pike-Pine,11TH AVE BETWEEN E UNION ST AND E PIKE ST,2016-05-17 15:00:00,10,15,0.6667,Tuesday
7402,Pike-Pine,11TH AVE BETWEEN E UNION ST AND E PIKE ST,2016-05-17 21:00:00,10,15,0.6667,Tuesday
7403,Pike-Pine,E PIKE ST BETWEEN 12TH AVE AND 13TH AVE,2015-04-16 00:00:00,5,11,0.4545,Thursday
7404,Pike-Pine,BROADWAY BETWEEN E PIKE ST AND E PINE ST,2017-11-05 10:00:00,10,15,0.6667,Sunday
7405,Pike-Pine,E UNION ST BETWEEN BELMONT AVE AND BOYLSTON AVE,2016-05-17 09:00:00,10,15,0.6667,Tuesday
7406,Pike-Pine,BOYLSTON AVE BETWEEN E UNION ST AND E PIKE ST,2016-05-17 16:00:00,10,15,0.6667,Tuesday
7407,Pike-Pine,E PIKE ST BETWEEN HARVARD AVE AND BROADWAY,2016-05-17 22:00:00,10,15,0.6667,Tuesday
7408,Pike-Pine,E UNION ST BETWEEN BELMONT AVE AND BOYLSTON AVE,2016-05-17 22:00:00,10,15,0.6667,Tuesday
7409,Pike-Pine,E PIKE ST BETWEEN 12TH AVE AND 13TH AVE,2015-04-16 15:00:00,5,11,0.4545,Thursday
7410,Pike-Pine,SUMMIT AVE BETWEEN E UNION ST AND E PIKE ST,2014-04-24 00:00:00,15,17,0.8824,Thursday
7411,Pike-Pine,E MADISON ST BETWEEN 14TH AVE AND E PIKE ST,2017-05-11 17:00:00,10,15,0.6667,Thursday
7412,Pike-Pine,BROADWAY BETWEEN E UNION ST AND E PIKE ST,2016-05-17 11:00:00,10,15,0.6667,Tuesday
7413,Pike-Pine,E PINE ST BETWEEN MELROSE AVE AND BELLEVUE AVE,2016-05-17 17:00:00,10,15,0.6667,Tuesday
7414,Pike-Pine,E PIKE ST BETWEEN 12TH AVE AND 13TH AVE,2018-10-05 11:00:00,5,10,0.5,Friday
7415,Pike-Pine,E PINE ST BETWEEN 11TH AVE AND 12TH AVE,2015-04-16 22:00:00,5,11,0.4545,Thursday
7416,Pike-Pine,10TH AVE BETWEEN E PIKE ST AND E PINE ST,2014-04-24 13:00:00,20,27,0.7407,Thursday
7417,Pike-Pine,E UNION ST BETWEEN BROADWAY CT AND 10TH AVE,2017-05-11 20:00:00,10,15,0.6667,Thursday
7418,Pike-Pine,E PINE ST BETWEEN 11TH AVE AND 12TH AVE,2016-05-17 12:00:00,10,15,0.6667,Tuesday
7419,Pike-Pine,E UNION ST BETWEEN SENECA ST AND BROADWAY,2016-05-17 18:00:00,10,15,0.6667,Tuesday
7420,Pike-Pine,10TH AVE BETWEEN E PIKE ST AND E PINE ST,2018-10-05 18:00:00,20,27,0.7407,Friday
7421,Pike-Pine,E PIKE ST BETWEEN MELROSE AVE AND BELLEVUE AVE,2016-05-17 00:00:00,10,15,0.6667,Tuesday
7422,Pike-Pine,E PIKE ST BETWEEN 13TH AVE AND 14TH AVE,2014-04-24 17:00:00,5,10,0.5,Thursday
7423,Pike-Pine,10TH AVE BETWEEN E UNION ST AND E PIKE ST,2016-05-17 14:00:00,10,15,0.6667,Tuesday
7424,Pike-Pine,11TH AVE BETWEEN E UNION ST AND E PIKE ST,2016-05-17 20:00:00,10,15,0.6667,Tuesday
7425,Pike-Pine,E PIKE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,2018-10-05 22:00:00,5,10,0.5,Friday
7426,Pike-Pine,E UNION ST BETWEEN BELMONT AVE AND BOYLSTON AVE,2016-05-17 08:00:00,10,15,0.6667,Tuesday
7427,Pike-Pine,13TH AVE BETWEEN E PIKE ST AND E PINE ST,2014-04-24 23:00:00,8,12,0.6667,Thursday
7428,Pike-Pine,E MADISON ST BETWEEN 10TH AVE AND E SENECA ST,2016-05-17 15:00:00,10,15,0.6667,Tuesday
7429,Pike-Pine,E PIKE ST BETWEEN 10TH AVE AND 11TH AVE,2016-05-17 21:00:00,10,15,0.6667,Tuesday
7430,Pike-Pine,E PINE ST BETWEEN 11TH AVE AND 12TH AVE,2015-04-16 08:00:00,5,11,0.4545,Thursday
7431,Pike-Pine,11TH AVE BETWEEN E MADISON ST AND E UNION ST,2017-11-05 12:00:00,10,15,0.6667,Sunday
7432,Pike-Pine,10TH AVE BETWEEN E PIKE ST AND E PINE ST,2016-05-17 10:00:00,20,27,0.7407,Tuesday
7433,Pike-Pine,E PIKE ST BETWEEN BROADWAY AND 10TH AVE,2016-05-17 16:00:00,10,15,0.6667,Tuesday
7434,Pike-Pine,11TH AVE BETWEEN E PIKE ST AND E PINE ST,2016-05-17 23:00:00,25,29,0.8621,Tuesday
7435,Pike-Pine,E PIKE ST BETWEEN 12TH AVE AND 13TH AVE,2015-04-16 16:00:00,5,11,0.4545,Thursday
7436,Pike-Pine,BELMONT AVE BETWEEN E UNION ST AND E PIKE ST,2014-04-24 02:00:00,10,15,0.6667,Thursday
7437,Pike-Pine,BELMONT AVE BETWEEN E UNION ST AND E PIKE ST,2017-05-11 18:00:00,12,16,0.75,Thursday
7438,Pike-Pine,E PINE ST BETWEEN MELROSE AVE AND BELLEVUE AVE,2016-05-17 11:00:00,10,15,0.6667,Tuesday
7439,Pike-Pine,SUMMIT AVE BETWEEN E PIKE ST AND E PINE ST,2016-05-17 17:00:00,10,15,0.6667,Tuesday
7440,Pike-Pine,HARVARD AVE BETWEEN E PIKE ST AND E PINE ST,2018-10-05 12:00:00,5,11,0.4545,Friday
7441,Pike-Pine,10TH AVE BETWEEN E PIKE ST AND E PINE ST,2014-04-24 14:00:00,20,27,0.7407,Thursday
7442,Pike-Pine,E PINE ST BETWEEN 11TH AVE AND 12TH AVE,2017-05-11 21:00:00,5,11,0.4545,Thursday
7443,Pike-Pine,PINE ST BETWEEN MINOR AVE AND MELROSE AVE,2016-05-17 12:00:00,10,15,0.6667,Tuesday
7444,Pike-Pine,11TH AVE BETWEEN E UNION ST AND E PIKE ST,2016-05-17 19:00:00,10,15,0.6667,Tuesday
7445,Pike-Pine,E PIKE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,2018-10-05 18:00:00,8,12,0.6667,Friday
7446,Pike-Pine,E UNION ST BETWEEN BROADWAY AND BROADWAY CT,2016-05-17 00:00:00,10,15,0.6667,Tuesday
7447,Pike-Pine,E UNION ST BETWEEN 10TH AVE AND 11TH AVE,2014-04-24 18:00:00,5,11,0.4545,Thursday
7448,Pike-Pine,BROADWAY BETWEEN E UNION ST AND E PIKE ST,2016-05-17 14:00:00,10,15,0.6667,Tuesday
7449,Pike-Pine,E PIKE ST BETWEEN 10TH AVE AND 11TH AVE,2016-05-17 20:00:00,10,15,0.6667,Tuesday
7450,Pike-Pine,HARVARD AVE BETWEEN E PIKE ST AND E PINE ST,2018-10-05 23:00:00,5,11,0.4545,Friday
7451,Pike-Pine,SUMMIT AVE BETWEEN E PIKE ST AND E PINE ST,2016-05-17 08:00:00,10,15,0.6667,Tuesday
7452,Pike-Pine,E PINE ST BETWEEN BROADWAY AND NAGLE PL,2016-05-17 15:00:00,10,15,0.6667,Tuesday
7453,Pike-Pine,E PINE ST BETWEEN CRAWFORD PL AND SUMMIT AVE,2016-05-17 21:00:00,10,15,0.6667,Tuesday
7454,Pike-Pine,10TH AVE BETWEEN E PIKE ST AND E PINE ST,2015-04-16 11:00:00,20,27,0.7407,Thursday
7455,Pike-Pine,E PIKE ST BETWEEN 12TH AVE AND 13TH AVE,2017-05-11 13:00:00,5,10,0.5,Thursday
7456,Pike-Pine,BOYLSTON AVE BETWEEN E UNION ST AND E PIKE ST,2016-05-17 10:00:00,10,15,0.6667,Tuesday
7457,Pike-Pine,E PINE ST BETWEEN NAGLE PL AND 10TH AVE,2016-05-17 16:00:00,10,15,0.6667,Tuesday
7458,Pike-Pine,10TH AVE BETWEEN E UNION ST AND E PIKE ST,2016-05-17 17:00:00,10,15,0.6667,Tuesday
7459,Pike-Pine,E MADISON ST BETWEEN 10TH AVE AND E SENECA ST,2018-10-05 08:00:00,10,15,0.6667,Friday
7460,Pike-Pine,E PIKE ST BETWEEN BROADWAY AND 10TH AVE,2016-05-17 23:00:00,10,15,0.6667,Tuesday
7461,Pike-Pine,11TH AVE BETWEEN E PIKE ST AND E PINE ST,2015-04-16 18:00:00,25,29,0.8621,Thursday
7462,Pike-Pine,BELMONT AVE BETWEEN E UNION ST AND E PIKE ST,2014-04-24 09:00:00,10,15,0.6667,Thursday
7463,Pike-Pine,E UNION ST BETWEEN BROADWAY CT AND 10TH AVE,2017-05-11 18:00:00,10,15,0.6667,Thursday
7464,Pike-Pine,SUMMIT AVE BETWEEN E PIKE ST AND E PINE ST,2016-05-17 11:00:00,10,15,0.6667,Tuesday
7465,Pike-Pine,BOYLSTON AVE BETWEEN E PIKE ST AND E PINE ST,2016-05-17 18:00:00,10,15,0.6667,Tuesday
7466,Pike-Pine,HARVARD AVE BETWEEN E PIKE ST AND E PINE ST,2018-10-05 14:00:00,5,11,0.4545,Friday
7467,Pike-Pine,10TH AVE BETWEEN E PIKE ST AND E PINE ST,2014-04-24 15:00:00,20,27,0.7407,Thursday
7468,Pike-Pine,E UNION ST BETWEEN BROADWAY CT AND 10TH AVE,2017-05-11 22:00:00,10,15,0.6667,Thursday
7469,Pike-Pine,12TH AVE BETWEEN E PIKE ST AND E PINE ST,2016-05-17 13:00:00,10,15,0.6667,Tuesday
7470,Pike-Pine,E PIKE ST BETWEEN 10TH AVE AND 11TH AVE,2016-05-17 19:00:00,10,15,0.6667,Tuesday
7471,Pike-Pine,E PINE ST BETWEEN 10TH AVE AND 11TH AVE,2018-10-05 19:00:00,5,10,0.5,Friday
7472,Pike-Pine,12TH AVE BETWEEN E PIKE ST AND E PINE ST,2016-05-17 08:00:00,10,15,0.6667,Tuesday
7473,Pike-Pine,10TH AVE BETWEEN E UNION ST AND E PIKE ST,2014-04-24 20:00:00,15,20,0.75,Thursday
7474,Pike-Pine,E PINE ST BETWEEN MELROSE AVE AND BELLEVUE AVE,2016-05-17 14:00:00,10,15,0.6667,Tuesday
7475,Pike-Pine,E PINE ST BETWEEN CRAWFORD PL AND SUMMIT AVE,2016-05-17 20:00:00,10,15,0.6667,Tuesday
7476,Pike-Pine,E PIKE ST BETWEEN HARVARD AVE AND BROADWAY,2017-11-05 08:00:00,10,15,0.6667,Sunday
7477,Pike-Pine,BOYLSTON AVE BETWEEN E PIKE ST AND E PINE ST,2016-05-17 09:00:00,10,15,0.6667,Tuesday
7478,Pike-Pine,MINOR AVE BETWEEN PIKE ST AND PINE ST,2016-05-17 15:00:00,10,15,0.6667,Tuesday
7479,Pike-Pine,10TH AVE BETWEEN E UNION ST AND E PIKE ST,2016-05-17 22:00:00,10,15,0.6667,Tuesday
7480,Pike-Pine,11TH AVE BETWEEN E PIKE ST AND E PINE ST,2015-04-16 12:00:00,25,29,0.8621,Thursday
7481,Pike-Pine,11TH AVE BETWEEN E MADISON ST AND E UNION ST,2017-05-11 15:00:00,10,15,0.6667,Thursday
7482,Pike-Pine,E PINE ST BETWEEN 11TH AVE AND 12TH AVE,2016-05-17 10:00:00,10,15,0.6667,Tuesday
7483,Pike-Pine,E MADISON ST BETWEEN 14TH AVE AND E PIKE ST,2017-05-11 16:00:00,10,15,0.6667,Thursday
7484,Pike-Pine,MINOR AVE BETWEEN PIKE ST AND PINE ST,2016-05-17 10:00:00,10,15,0.6667,Tuesday
7485,Pike-Pine,BROADWAY BETWEEN E UNION ST AND E PIKE ST,2016-05-17 17:00:00,10,15,0.6667,Tuesday
7486,Pike-Pine,11TH AVE BETWEEN E PIKE ST AND E PINE ST,2018-10-05 09:00:00,5,11,0.4545,Friday
7487,Pike-Pine,E UNION ST BETWEEN BELMONT AVE AND BOYLSTON AVE,2016-05-17 23:00:00,10,15,0.6667,Tuesday
7488,Pike-Pine,E PIKE ST BETWEEN BROADWAY AND 10TH AVE,2015-04-16 19:00:00,5,11,0.4545,Thursday
7489,Pike-Pine,E PIKE ST BETWEEN 10TH AVE AND 11TH AVE,2014-04-24 10:00:00,5,10,0.5,Thursday
7490,Pike-Pine,E PIKE ST BETWEEN 12TH AVE AND 13TH AVE,2017-05-11 19:00:00,5,10,0.5,Thursday
7491,Pike-Pine,BOYLSTON AVE BETWEEN E PIKE ST AND E PINE ST,2016-05-17 12:00:00,10,15,0.6667,Tuesday
7492,Pike-Pine,E PIKE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,2016-05-17 18:00:00,10,15,0.6667,Tuesday
7493,Pike-Pine,E MADISON ST BETWEEN 14TH AVE AND E PIKE ST,2018-10-05 16:00:00,10,15,0.6667,Friday
7494,Pike-Pine,11TH AVE BETWEEN E UNION ST AND E PIKE ST,2016-05-17 00:00:00,10,15,0.6667,Tuesday
7495,Pike-Pine,10TH AVE BETWEEN E PIKE ST AND E PINE ST,2014-04-24 16:00:00,20,27,0.7407,Thursday
7496,Pike-Pine,HARVARD AVE BETWEEN E PIKE ST AND E PINE ST,2017-05-11 23:00:00,5,11,0.4545,Thursday
7497,Pike-Pine,E PIKE ST BETWEEN BROADWAY AND 10TH AVE,2016-05-17 13:00:00,10,15,0.6667,Tuesday
7498,Pike-Pine,E PINE ST BETWEEN BROADWAY AND NAGLE PL,2016-05-17 19:00:00,10,15,0.6667,Tuesday
7499,Pike-Pine,11TH AVE BETWEEN E PIKE ST AND E PINE ST,2018-10-05 21:00:00,9,13,0.6923,Friday
7500,Pike-Pine,E PIKE ST BETWEEN 10TH AVE AND 11TH AVE,2016-05-17 08:00:00,10,15,0.6667,Tuesday
7501,Pike-Pine,E PIKE ST BETWEEN 10TH AVE AND 11TH AVE,2014-04-24 21:00:00,5,10,0.5,Thursday
7502,Pike-Pine,10TH AVE BETWEEN E PIKE ST AND E PINE ST,2016-05-17 15:00:00,20,27,0.7407,Tuesday
7503,Pike-Pine,PINE ST BETWEEN MINOR AVE AND MELROSE AVE,2016-05-17 20:00:00,10,15,0.6667,Tuesday
7504,Pike-Pine,E PIKE ST BETWEEN 13TH AVE AND 14TH AVE,2017-11-05 09:00:00,5,10,0.5,Sunday
7505,Pike-Pine,E PINE ST BETWEEN BROADWAY AND NAGLE PL,2016-05-17 09:00:00,10,15,0.6667,Tuesday
7506,Pike-Pine,12TH AVE BETWEEN E MADISON ST AND E PIKE ST,2016-05-17 16:00:00,10,15,0.6667,Tuesday
7507,Pike-Pine,BROADWAY BETWEEN E UNION ST AND E PIKE ST,2016-05-17 22:00:00,10,15,0.6667,Tuesday
7508,Pike-Pine,E PIKE ST BETWEEN 12TH AVE AND 13TH AVE,2015-04-16 13:00:00,5,11,0.4545,Thursday
7509,Pike-Pine,E PINE ST BETWEEN 11TH AVE AND 12TH AVE,2015-04-16 14:00:00,5,11,0.4545,Thursday
7510,Pike-Pine,11TH AVE BETWEEN E MADISON ST AND E UNION ST,2017-05-11 17:00:00,10,15,0.6667,Thursday
7511,Pike-Pine,12TH AVE BETWEEN E PIKE ST AND E PINE ST,2016-05-17 11:00:00,10,15,0.6667,Tuesday
7512,Pike-Pine,E PIKE ST BETWEEN MELROSE AVE AND BELLEVUE AVE,2016-05-17 17:00:00,10,15,0.6667,Tuesday
7513,Pike-Pine,13TH AVE BETWEEN E PIKE ST AND E PINE ST,2018-10-05 10:00:00,5,10,0.5,Friday
7514,Pike-Pine,E PIKE ST BETWEEN BROADWAY AND 10TH AVE,2015-04-16 21:00:00,5,11,0.4545,Thursday
7515,Pike-Pine,11TH AVE BETWEEN E PIKE ST AND E PINE ST,2014-04-24 12:00:00,25,29,0.8621,Thursday
7516,Pike-Pine,E MADISON ST BETWEEN 13TH AVE AND 14TH AVE,2017-05-11 20:00:00,5,10,0.5,Thursday
7517,Pike-Pine,E PIKE ST BETWEEN BROADWAY AND 10TH AVE,2016-05-17 12:00:00,10,15,0.6667,Tuesday
7518,Pike-Pine,E PINE ST BETWEEN NAGLE PL AND 10TH AVE,2016-05-17 18:00:00,10,15,0.6667,Tuesday
7519,Pike-Pine,E MADISON ST BETWEEN 14TH AVE AND E PIKE ST,2018-10-05 17:00:00,10,15,0.6667,Friday
7520,Pike-Pine,E PIKE ST BETWEEN 10TH AVE AND 11TH AVE,2016-05-17 00:00:00,10,15,0.6667,Tuesday
7521,Pike-Pine,10TH AVE BETWEEN E PIKE ST AND E PINE ST,2014-04-24 17:00:00,20,27,0.7407,Thursday
7522,Pike-Pine,MINOR AVE BETWEEN PIKE ST AND PINE ST,2016-05-17 13:00:00,10,15,0.6667,Tuesday
