id,Area,StreetName,DateTime,TotalVehiclesParked,TotalParkingSpace,Occupancy,dayOfWeek
4465,Commercial Core,2ND AVE BETWEEN MARION ST AND MADISON ST,2016-05-25 16:00:00,10,15,0.6667,Wednesday
4466,Commercial Core,9TH AVE BETWEEN PINE ST AND OLIVE WAY,2015-03-24 14:00:00,5,10,0.5,Tuesday
4467,Commercial Core,2ND AVE BETWEEN UNION ST AND PIKE ST,2018-08-05 15:00:00,10,15,0.6667,Sunday
4468,Commercial Core,WESTERN AVE BETWEEN UNIVERSITY ST AND UNION ST,2014-05-06 20:00:00,10,15,0.6667,Tuesday
4469,Commercial Core,6TH AVE BETWEEN SENECA ST AND UNIVERSITY ST,2016-05-25 16:00:00,10,15,0.6667,Wednesday
4470,Commercial Core,ALASKAN WAY BETWEEN SPRING ST AND SENECA ST,2018-09-05 21:00:00,5,10,0.5,Wednesday
4471,Commercial Core,ALASKAN WAY BETWEEN SENECA ST AND UNIVERSITY ST,2017-10-05 16:00:00,9,13,0.6923,Thursday
4472,Commercial Core,UNION ST BETWEEN 1ST AVE AND 2ND AVE,2016-05-25 11:00:00,10,15,0.6667,Wednesday
4473,Commercial Core,STEWART ST BETWEEN 2ND AVE AND 3RD AVE,2017-10-05 12:00:00,10,15,0.6667,Thursday
4474,Commercial Core,MADISON ST BETWEEN 5TH AVE AND 6TH AVE,2017-10-05 20:00:00,10,15,0.6667,Thursday
4475,Commercial Core,5TH AVE BETWEEN MADISON ST AND SPRING ST,2018-08-05 16:00:00,10,15,0.6667,Sunday
4476,Commercial Core,5TH AVE BETWEEN MARION ST AND MADISON ST,2016-05-25 17:00:00,10,15,0.6667,Wednesday
4477,Commercial Core,MADISON ST BETWEEN 3RD AVE AND 4TH AVE,2017-10-05 08:00:00,10,14,0.7143,Thursday
4478,Commercial Core,2ND AVE BETWEEN SENECA ST AND UNIVERSITY ST,2017-10-05 17:00:00,10,15,0.6667,Thursday
4479,Commercial Core,1ST AVE BETWEEN MADISON ST AND SPRING ST,2016-05-25 13:00:00,10,15,0.6667,Wednesday
4480,Commercial Core,SENECA ST BETWEEN ALASKAN E RDWY WAY AND WESTERN AVE,2017-10-05 13:00:00,9,13,0.6923,Thursday
4481,Commercial Core,TERRACE ST BETWEEN YESLER WAY AND 5TH AVE,2017-10-05 21:00:00,10,15,0.6667,Thursday
4482,Commercial Core,4TH AVE BETWEEN SENECA ST AND UNIVERSITY ST,2018-08-05 17:00:00,10,15,0.6667,Sunday
4483,Commercial Core,2ND AVE BETWEEN SPRING ST AND SENECA ST,2016-05-25 08:00:00,10,15,0.6667,Wednesday
4484,Commercial Core,4TH AVE BETWEEN UNION ST AND PIKE ST,2016-05-25 18:00:00,5,10,0.5,Wednesday
4485,Commercial Core,6TH AVE BETWEEN MARION ST AND MADISON ST,2016-05-25 08:00:00,10,15,0.6667,Wednesday
4486,Commercial Core,MADISON ST BETWEEN 2ND AVE AND 3RD AVE,2016-05-25 18:00:00,5,11,0.4545,Wednesday
4487,Commercial Core,STEWART ST BETWEEN 2ND AVE AND 3RD AVE,2017-10-05 09:00:00,10,15,0.6667,Thursday
4488,Commercial Core,1ST AVE BETWEEN PINE ST AND STEWART ST,2017-10-05 18:00:00,10,15,0.6667,Thursday
4489,Commercial Core,WESTERN AVE BETWEEN UNIVERSITY ST AND UNION ST,2014-04-26 16:00:00,10,15,0.6667,Saturday
4490,Commercial Core,6TH AVE BETWEEN COLUMBIA ST AND MARION ST,2016-05-25 14:00:00,15,20,0.75,Wednesday
4491,Commercial Core,SENECA ST BETWEEN 5TH AVE AND 6TH AVE,2018-08-05 08:00:00,5,10,0.5,Sunday
4492,Commercial Core,1ST AVE BETWEEN UNIVERSITY ST AND UNION ST,2017-10-05 15:00:00,10,15,0.6667,Thursday
4493,Commercial Core,4TH AVE BETWEEN UNIVERSITY ST AND UNION ST,2014-05-06 11:00:00,5,10,0.5,Tuesday
4494,Commercial Core,CHERRY ST BETWEEN 4TH AVE AND 5TH AVE,2018-08-05 18:00:00,5,11,0.4545,Sunday
4495,Commercial Core,WESTERN AVE BETWEEN UNIVERSITY ST AND UNION ST,2018-09-05 11:00:00,10,15,0.6667,Wednesday
4496,Commercial Core,OLIVE WAY BETWEEN HOWELL ST AND 9TH AVE,2016-05-25 09:00:00,10,15,0.6667,Wednesday
4497,Commercial Core,MARION ST BETWEEN 4TH AVE AND 5TH AVE,2016-05-25 19:00:00,10,15,0.6667,Wednesday
4498,Commercial Core,2ND AVE BETWEEN SPRING ST AND SENECA ST,2017-10-05 11:00:00,10,15,0.6667,Thursday
4499,Commercial Core,OLIVE WAY BETWEEN 7TH AVE AND HOWELL ST,2017-10-05 18:00:00,10,15,0.6667,Thursday
4500,Commercial Core,6TH AVE BETWEEN MARION ST AND MADISON ST,2016-05-25 15:00:00,10,15,0.6667,Wednesday
4501,Commercial Core,6TH AVE BETWEEN COLUMBIA ST AND MARION ST,2015-03-24 09:00:00,15,20,0.75,Tuesday
4502,Commercial Core,9TH AVE BETWEEN 9TH AV I5 EXPRESS ON RP AND PINE ST,2018-08-05 13:00:00,5,10,0.5,Sunday
4503,Commercial Core,CHERRY ST BETWEEN 4TH AVE AND 5TH AVE,2016-05-25 18:00:00,5,11,0.4545,Wednesday
4504,Commercial Core,SENECA ST BETWEEN 1ST AVE AND 2ND AVE,2017-10-05 15:00:00,10,15,0.6667,Thursday
4505,Commercial Core,6TH AVE BETWEEN PIKE ST AND PINE ST,2014-05-06 16:00:00,10,15,0.6667,Tuesday
4506,Commercial Core,CHERRY ST BETWEEN 4TH AVE AND 5TH AVE,2018-08-05 21:00:00,5,11,0.4545,Sunday
4507,Commercial Core,1ST AVE BETWEEN COLUMBIA ST AND MARION ST,2018-09-05 17:00:00,10,15,0.6667,Wednesday
4508,Commercial Core,1ST AVE BETWEEN PINE ST AND STEWART ST,2017-10-05 16:00:00,10,15,0.6667,Thursday
4509,Commercial Core,WESTERN AVE BETWEEN SENECA ST AND UNIVERSITY ST,2016-05-25 10:00:00,10,15,0.6667,Wednesday
4510,Commercial Core,1ST AVE BETWEEN SENECA ST AND UNIVERSITY ST,2016-05-25 21:00:00,10,15,0.6667,Wednesday
4511,Commercial Core,PINE ST BETWEEN 1ST AVE AND 2ND AVE,2018-08-05 22:00:00,10,15,0.6667,Sunday
4512,Commercial Core,2ND AVE BETWEEN UNIVERSITY ST AND UNION ST,2017-10-05 12:00:00,10,15,0.6667,Thursday
4513,Commercial Core,SENECA ST BETWEEN 5TH AVE AND 6TH AVE,2017-10-05 19:00:00,10,15,0.6667,Thursday
4514,Commercial Core,5TH AVE BETWEEN MADISON ST AND SPRING ST,2016-05-25 16:00:00,10,15,0.6667,Wednesday
4515,Commercial Core,6TH AVE BETWEEN COLUMBIA ST AND MARION ST,2015-03-24 16:00:00,15,20,0.75,Tuesday
4516,Commercial Core,MADISON ST BETWEEN 3RD AVE AND 4TH AVE,2018-08-05 15:00:00,10,14,0.7143,Sunday
4517,Commercial Core,MARION ST BETWEEN 5TH AVE AND 6TH AVE,2016-05-25 16:00:00,10,15,0.6667,Wednesday
4518,Commercial Core,1ST AVE BETWEEN PINE ST AND STEWART ST,2017-10-05 08:00:00,10,15,0.6667,Thursday
4519,Commercial Core,MADISON ST BETWEEN 3RD AVE AND 4TH AVE,2017-10-05 16:00:00,10,14,0.7143,Thursday
4520,Commercial Core,1ST AVE BETWEEN UNIVERSITY ST AND UNION ST,2016-05-25 12:00:00,10,15,0.6667,Wednesday
4521,Commercial Core,2ND AVE BETWEEN SPRING ST AND SENECA ST,2017-10-05 13:00:00,10,15,0.6667,Thursday
4522,Commercial Core,UNION ST BETWEEN 1ST AVE AND 2ND AVE,2017-10-05 20:00:00,10,15,0.6667,Thursday
4523,Commercial Core,COLUMBIA ST BETWEEN 2ND AVE AND 3RD AVE,2018-08-05 16:00:00,10,15,0.6667,Sunday
4524,Commercial Core,MADISON ST BETWEEN 5TH AVE AND 6TH AVE,2016-05-25 17:00:00,10,15,0.6667,Wednesday
4525,Commercial Core,STEWART ST BETWEEN 2ND AVE AND 3RD AVE,2017-10-05 08:00:00,10,15,0.6667,Thursday
4526,Commercial Core,4TH AVE BETWEEN UNIVERSITY ST AND UNION ST,2017-10-05 17:00:00,10,15,0.6667,Thursday
4527,Commercial Core,ALASKAN WAY BETWEEN SPRING ST AND SENECA ST,2014-04-26 11:00:00,15,18,0.8333,Saturday
4528,Commercial Core,5TH AVE BETWEEN MADISON ST AND SPRING ST,2016-05-25 13:00:00,10,15,0.6667,Wednesday
4529,Commercial Core,2ND AVE BETWEEN SPRING ST AND SENECA ST,2017-10-05 14:00:00,10,15,0.6667,Thursday
4530,Commercial Core,5TH AVE BETWEEN COLUMBIA ST AND MARION ST,2017-10-05 22:00:00,10,15,0.6667,Thursday
4531,Commercial Core,9TH AVE BETWEEN 9TH AV I5 EXPRESS ON RP AND PINE ST,2018-08-05 17:00:00,5,10,0.5,Sunday
4532,Commercial Core,OLIVE WAY BETWEEN 6TH AVE AND 7TH AVE,2018-08-05 17:00:00,10,15,0.6667,Sunday
4533,Commercial Core,MARION ST BETWEEN 4TH AVE AND 5TH AVE,2016-05-25 08:00:00,10,15,0.6667,Wednesday
4534,Commercial Core,SPRING ST BETWEEN 3RD AVE AND 4TH AVE,2016-05-25 18:00:00,10,15,0.6667,Wednesday
4535,Commercial Core,4TH AVE BETWEEN SPRING ST AND SENECA ST,2017-10-05 10:00:00,10,15,0.6667,Thursday
4536,Commercial Core,2ND AVE BETWEEN PIKE ST AND PINE ST,2017-10-05 18:00:00,10,15,0.6667,Thursday
4537,Commercial Core,WESTERN AVE BETWEEN UNIVERSITY ST AND UNION ST,2014-04-26 17:00:00,10,15,0.6667,Saturday
4538,Commercial Core,MADISON ST BETWEEN 5TH AVE AND 6TH AVE,2016-05-25 14:00:00,10,15,0.6667,Wednesday
4539,Commercial Core,MADISON ST BETWEEN 2ND AVE AND 3RD AVE,2018-08-05 09:00:00,5,11,0.4545,Sunday
4540,Commercial Core,2ND AVE BETWEEN SPRING ST AND SENECA ST,2017-10-05 15:00:00,10,15,0.6667,Thursday
4541,Commercial Core,SPRING ST BETWEEN 3RD AVE AND 4TH AVE,2014-05-06 11:00:00,5,11,0.4545,Tuesday
4542,Commercial Core,OLIVE WAY BETWEEN 6TH AVE AND 7TH AVE,2018-08-05 18:00:00,10,15,0.6667,Sunday
4543,Commercial Core,WESTERN AVE BETWEEN UNIVERSITY ST AND UNION ST,2018-09-05 12:00:00,10,15,0.6667,Wednesday
4544,Commercial Core,1ST AVE BETWEEN SENECA ST AND UNIVERSITY ST,2016-05-25 10:00:00,10,15,0.6667,Wednesday
4545,Commercial Core,1ST AVE BETWEEN SPRING ST AND SENECA ST,2016-05-25 20:00:00,10,15,0.6667,Wednesday
4546,Commercial Core,ALASKAN WAY BETWEEN MADISON ST AND SPRING ST,2017-10-05 11:00:00,16,21,0.7619,Thursday
4547,Commercial Core,UNION ST BETWEEN 1ST AVE AND 2ND AVE,2017-10-05 18:00:00,10,15,0.6667,Thursday
4548,Commercial Core,MARION ST BETWEEN 4TH AVE AND 5TH AVE,2016-05-25 15:00:00,10,15,0.6667,Wednesday
4549,Commercial Core,2ND AVE BETWEEN PIKE ST AND PINE ST,2015-03-24 10:00:00,5,10,0.5,Tuesday
4550,Commercial Core,PINE ST BETWEEN 1ST AVE AND 2ND AVE,2018-08-05 13:00:00,10,15,0.6667,Sunday
4551,Commercial Core,WESTERN AVE BETWEEN UNIVERSITY ST AND UNION ST,2014-05-06 17:00:00,10,15,0.6667,Tuesday
4552,Commercial Core,1ST AVE BETWEEN MADISON ST AND SPRING ST,2018-09-05 18:00:00,10,15,0.6667,Wednesday
4553,Commercial Core,2ND AVE BETWEEN PIKE ST AND PINE ST,2017-10-05 16:00:00,10,15,0.6667,Thursday
4554,Commercial Core,2ND AVE BETWEEN UNION ST AND PIKE ST,2016-05-25 11:00:00,10,15,0.6667,Wednesday
4555,Commercial Core,5TH AVE BETWEEN MADISON ST AND SPRING ST,2016-05-25 21:00:00,10,15,0.6667,Wednesday
4556,Commercial Core,ALASKAN WAY BETWEEN MARION ST AND MADISON ST,2017-10-05 12:00:00,10,15,0.6667,Thursday
4557,Commercial Core,UNION ST BETWEEN 4TH AVE AND 5TH AVE,2017-10-05 19:00:00,10,15,0.6667,Thursday
4558,Commercial Core,MADISON ST BETWEEN 2ND AVE AND 3RD AVE,2015-03-24 18:00:00,5,11,0.4545,Tuesday
4559,Commercial Core,PINE ST BETWEEN 1ST AVE AND 2ND AVE,2018-08-05 15:00:00,10,15,0.6667,Sunday
4560,Commercial Core,UNION ST BETWEEN 4TH AVE AND 5TH AVE,2016-05-25 16:00:00,10,15,0.6667,Wednesday
4561,Commercial Core,2ND AVE BETWEEN UNION ST AND PIKE ST,2017-10-05 08:00:00,10,15,0.6667,Thursday
4562,Commercial Core,SENECA ST BETWEEN ALASKAN E RDWY WAY AND WESTERN AVE,2017-10-05 16:00:00,9,13,0.6923,Thursday
4563,Commercial Core,6TH AVE BETWEEN COLUMBIA ST AND MARION ST,2016-05-25 12:00:00,15,20,0.75,Wednesday
4564,Commercial Core,6TH AVE BETWEEN MARION ST AND MADISON ST,2017-10-05 13:00:00,10,15,0.6667,Thursday
4565,Commercial Core,5TH AVE BETWEEN COLUMBIA ST AND MARION ST,2017-10-05 21:00:00,10,15,0.6667,Thursday
4566,Commercial Core,PIKE ST BETWEEN 5TH AVE AND 6TH AVE,2018-08-05 16:00:00,10,15,0.6667,Sunday
4567,Commercial Core,SPRING ST BETWEEN 4TH AVE AND 5TH AVE,2016-05-25 17:00:00,10,15,0.6667,Wednesday
4568,Commercial Core,2ND AVE BETWEEN SPRING ST AND SENECA ST,2017-10-05 09:00:00,10,15,0.6667,Thursday
4569,Commercial Core,ALASKAN WAY BETWEEN SENECA ST AND UNIVERSITY ST,2017-10-05 17:00:00,9,13,0.6923,Thursday
4570,Commercial Core,JEFFERSON ST BETWEEN 4TH AVE AND 5TH AVE,2016-05-25 13:00:00,15,17,0.8824,Wednesday
4571,Commercial Core,1ST AVE BETWEEN PIKE ST AND PINE ST,2018-08-05 08:00:00,10,15,0.6667,Sunday
4572,Commercial Core,6TH AVE BETWEEN MARION ST AND MADISON ST,2017-10-05 14:00:00,10,15,0.6667,Thursday
4573,Commercial Core,ALASKAN WAY BETWEEN UNION ST AND ALASKAN E RDWY WAY,2017-10-05 22:00:00,10,15,0.6667,Thursday
4574,Commercial Core,2ND AVE BETWEEN PINE ST AND STEWART ST,2018-08-05 08:00:00,10,15,0.6667,Sunday
4575,Commercial Core,ALASKAN WAY BETWEEN SPRING ST AND SENECA ST,2017-10-05 14:00:00,5,10,0.5,Thursday
4576,Commercial Core,SENECA ST BETWEEN 1ST AVE AND 2ND AVE,2017-10-05 22:00:00,10,15,0.6667,Thursday
4577,Commercial Core,1ST AVE BETWEEN PIKE ST AND PINE ST,2018-08-05 18:00:00,10,15,0.6667,Sunday
4578,Commercial Core,1ST AVE BETWEEN SENECA ST AND UNIVERSITY ST,2016-05-25 09:00:00,10,15,0.6667,Wednesday
4579,Commercial Core,1ST AVE BETWEEN SPRING ST AND SENECA ST,2016-05-25 19:00:00,10,15,0.6667,Wednesday
4580,Commercial Core,ALASKAN WAY BETWEEN SENECA ST AND UNIVERSITY ST,2017-10-05 10:00:00,9,13,0.6923,Thursday
4581,Commercial Core,4TH AVE BETWEEN UNIVERSITY ST AND UNION ST,2017-10-05 18:00:00,10,15,0.6667,Thursday
4582,Commercial Core,UNION ST BETWEEN 5TH AVE AND 6TH AVE,2016-05-25 14:00:00,10,15,0.6667,Wednesday
4583,Commercial Core,MADISON ST BETWEEN 2ND AVE AND 3RD AVE,2018-08-05 10:00:00,5,11,0.4545,Sunday
4584,Commercial Core,6TH AVE BETWEEN COLUMBIA ST AND MARION ST,2017-10-05 15:00:00,15,20,0.75,Thursday
4585,Commercial Core,6TH AVE BETWEEN COLUMBIA ST AND MARION ST,2014-05-06 13:00:00,16,21,0.7619,Tuesday
4586,Commercial Core,9TH AVE BETWEEN PINE ST AND OLIVE WAY,2018-08-05 19:00:00,5,10,0.5,Sunday
4587,Commercial Core,ALASKAN WAY BETWEEN MADISON ST AND SPRING ST,2018-09-05 14:00:00,12,16,0.75,Wednesday
4588,Commercial Core,4TH AVE BETWEEN SPRING ST AND SENECA ST,2016-05-25 10:00:00,10,15,0.6667,Wednesday
4589,Commercial Core,5TH AVE BETWEEN MARION ST AND MADISON ST,2016-05-25 20:00:00,10,15,0.6667,Wednesday
4590,Commercial Core,CHERRY ST BETWEEN 4TH AVE AND 5TH AVE,2017-10-05 11:00:00,5,11,0.4545,Thursday
4591,Commercial Core,4TH AVE BETWEEN UNIVERSITY ST AND UNION ST,2017-10-05 19:00:00,10,15,0.6667,Thursday
4592,Commercial Core,SPRING ST BETWEEN 4TH AVE AND 5TH AVE,2016-05-25 15:00:00,10,15,0.6667,Wednesday
4593,Commercial Core,9TH AVE BETWEEN PINE ST AND OLIVE WAY,2015-03-24 11:00:00,5,10,0.5,Tuesday
4594,Commercial Core,PINE ST BETWEEN 1ST AVE AND 2ND AVE,2018-08-05 14:00:00,10,15,0.6667,Sunday
4595,Commercial Core,ALASKAN WAY BETWEEN SENECA ST AND UNIVERSITY ST,2014-05-06 19:00:00,15,18,0.8333,Tuesday
4596,Commercial Core,WESTERN AVE BETWEEN UNIVERSITY ST AND UNION ST,2018-09-05 18:00:00,10,15,0.6667,Wednesday
4597,Commercial Core,4TH AVE BETWEEN MADISON ST AND SPRING ST,2017-10-05 16:00:00,10,15,0.6667,Thursday
4598,Commercial Core,6TH AVE BETWEEN MARION ST AND MADISON ST,2016-05-25 11:00:00,10,15,0.6667,Wednesday
4599,Commercial Core,MARION ST BETWEEN 5TH AVE AND 6TH AVE,2016-05-25 21:00:00,10,15,0.6667,Wednesday
4600,Commercial Core,JEFFERSON ST BETWEEN 4TH AVE AND 5TH AVE,2017-10-05 12:00:00,15,17,0.8824,Thursday
4601,Commercial Core,5TH AVE BETWEEN MARION ST AND MADISON ST,2017-10-05 20:00:00,10,15,0.6667,Thursday
4602,Commercial Core,WESTERN AVE BETWEEN UNIVERSITY ST AND UNION ST,2015-03-24 19:00:00,10,15,0.6667,Tuesday
4603,Commercial Core,2ND AVE BETWEEN MARION ST AND MADISON ST,2018-08-05 16:00:00,10,15,0.6667,Sunday
4604,Commercial Core,1ST AVE BETWEEN SPRING ST AND SENECA ST,2016-05-25 17:00:00,10,15,0.6667,Wednesday
4605,Commercial Core,5TH AVE BETWEEN MARION ST AND MADISON ST,2017-10-05 08:00:00,10,15,0.6667,Thursday
4606,Commercial Core,UNION ST BETWEEN 5TH AVE AND 6TH AVE,2017-10-05 16:00:00,10,15,0.6667,Thursday
4607,Commercial Core,MADISON ST BETWEEN 5TH AVE AND 6TH AVE,2016-05-25 12:00:00,10,15,0.6667,Wednesday
4608,Commercial Core,ALASKAN WAY BETWEEN UNION ST AND ALASKAN E RDWY WAY,2017-10-05 13:00:00,10,15,0.6667,Thursday
4609,Commercial Core,ALASKAN WAY BETWEEN UNION ST AND ALASKAN E RDWY WAY,2017-10-05 21:00:00,10,15,0.6667,Thursday
4610,Commercial Core,1ST AVE BETWEEN UNIVERSITY ST AND UNION ST,2018-08-05 17:00:00,10,15,0.6667,Sunday
4611,Commercial Core,1ST AVE BETWEEN MADISON ST AND SPRING ST,2016-05-25 18:00:00,10,15,0.6667,Wednesday
4612,Commercial Core,6TH AVE BETWEEN MARION ST AND MADISON ST,2017-10-05 09:00:00,10,15,0.6667,Thursday
4613,Commercial Core,MARION ST BETWEEN 3RD AVE AND 4TH AVE,2017-10-05 17:00:00,10,15,0.6667,Thursday
4614,Commercial Core,SENECA ST BETWEEN 5TH AVE AND 6TH AVE,2016-05-25 13:00:00,5,10,0.5,Wednesday
4615,Commercial Core,WESTERN AVE BETWEEN UNIVERSITY ST AND UNION ST,2016-05-25 13:00:00,10,15,0.6667,Wednesday
4616,Commercial Core,6TH AVE BETWEEN COLUMBIA ST AND MARION ST,2018-08-05 08:00:00,15,20,0.75,Sunday
4617,Commercial Core,OLIVE WAY BETWEEN HOWELL ST AND 9TH AVE,2017-10-05 14:00:00,10,15,0.6667,Thursday
4618,Commercial Core,UNION ST BETWEEN 2ND AVE AND 3RD AVE,2017-10-05 22:00:00,10,15,0.6667,Thursday
4619,Commercial Core,6TH AVE BETWEEN COLUMBIA ST AND MARION ST,2014-05-06 09:00:00,16,21,0.7619,Tuesday
4620,Commercial Core,2ND AVE BETWEEN PIKE ST AND PINE ST,2018-08-05 18:00:00,10,15,0.6667,Sunday
4621,Commercial Core,ALASKAN WAY BETWEEN SPRING ST AND SENECA ST,2018-09-05 09:00:00,10,15,0.6667,Wednesday
4622,Commercial Core,4TH AVE BETWEEN UNION ST AND PIKE ST,2016-05-25 09:00:00,5,10,0.5,Wednesday
4623,Commercial Core,4TH AVE BETWEEN UNION ST AND PIKE ST,2016-05-25 19:00:00,5,10,0.5,Wednesday
4624,Commercial Core,OLIVE WAY BETWEEN HOWELL ST AND 9TH AVE,2017-10-05 10:00:00,10,15,0.6667,Thursday
4625,Commercial Core,ALASKAN WAY BETWEEN SENECA ST AND UNIVERSITY ST,2017-10-05 18:00:00,9,13,0.6923,Thursday
4626,Commercial Core,ALASKAN WAY BETWEEN SPRING ST AND SENECA ST,2014-04-26 19:00:00,15,18,0.8333,Saturday
4627,Commercial Core,2ND AVE BETWEEN MADISON ST AND SPRING ST,2016-05-25 15:00:00,10,15,0.6667,Wednesday
4628,Commercial Core,OLIVE WAY BETWEEN HOWELL ST AND 9TH AVE,2018-08-05 11:00:00,5,10,0.5,Sunday
4629,Commercial Core,ALASKAN WAY BETWEEN UNIVERSITY ST AND UNION ST,2017-10-05 15:00:00,10,15,0.6667,Thursday
4630,Commercial Core,4TH AVE BETWEEN UNIVERSITY ST AND UNION ST,2014-05-06 14:00:00,5,10,0.5,Tuesday
4631,Commercial Core,6TH AVE BETWEEN PIKE ST AND PINE ST,2018-08-05 20:00:00,10,14,0.7143,Sunday
4632,Commercial Core,ALASKAN WAY BETWEEN SENECA ST AND UNIVERSITY ST,2018-09-05 15:00:00,9,13,0.6923,Wednesday
4633,Commercial Core,ALASKAN WAY BETWEEN UNIVERSITY ST AND UNION ST,2016-05-25 10:00:00,20,27,0.7407,Wednesday
4634,Commercial Core,MADISON ST BETWEEN 3RD AVE AND 4TH AVE,2016-05-25 20:00:00,10,14,0.7143,Wednesday
4635,Commercial Core,SENECA ST BETWEEN 4TH AVE AND 5TH AVE,2017-10-05 11:00:00,10,15,0.6667,Thursday
4636,Commercial Core,ALASKAN WAY BETWEEN PIKE ST AND PINE ST,2017-10-05 19:00:00,10,15,0.6667,Thursday
4637,Commercial Core,1ST AVE BETWEEN SENECA ST AND UNIVERSITY ST,2016-05-25 16:00:00,10,15,0.6667,Wednesday
4638,Commercial Core,MADISON ST BETWEEN 3RD AVE AND 4TH AVE,2015-03-24 13:00:00,10,14,0.7143,Tuesday
4639,Commercial Core,2ND AVE BETWEEN MARION ST AND MADISON ST,2018-08-05 15:00:00,10,15,0.6667,Sunday
4640,Commercial Core,MADISON ST BETWEEN 2ND AVE AND 3RD AVE,2014-05-06 20:00:00,5,11,0.4545,Tuesday
4641,Commercial Core,ALASKAN WAY BETWEEN UNIVERSITY ST AND UNION ST,2018-09-05 20:00:00,24,25,0.96,Wednesday
4642,Commercial Core,6TH AVE BETWEEN MARION ST AND MADISON ST,2017-10-05 16:00:00,10,15,0.6667,Thursday
4643,Commercial Core,MARION ST BETWEEN 4TH AVE AND 5TH AVE,2016-05-25 11:00:00,10,15,0.6667,Wednesday
4644,Commercial Core,UNION ST BETWEEN 5TH AVE AND 6TH AVE,2016-05-25 21:00:00,10,15,0.6667,Wednesday
4645,Commercial Core,SENECA ST BETWEEN 4TH AVE AND 5TH AVE,2017-10-05 12:00:00,10,15,0.6667,Thursday
4646,Commercial Core,ALASKAN WAY BETWEEN SPRING ST AND SENECA ST,2017-10-05 20:00:00,10,15,0.6667,Thursday
4647,Commercial Core,MADISON ST BETWEEN 3RD AVE AND 4TH AVE,2015-03-24 21:00:00,10,14,0.7143,Tuesday
4648,Commercial Core,4TH AVE BETWEEN MADISON ST AND SPRING ST,2018-08-05 16:00:00,10,15,0.6667,Sunday
4649,Commercial Core,4TH AVE BETWEEN MADISON ST AND SPRING ST,2016-05-25 17:00:00,10,15,0.6667,Wednesday
4650,Commercial Core,ALASKAN WAY BETWEEN UNIVERSITY ST AND UNION ST,2017-10-05 08:00:00,10,15,0.6667,Thursday
4651,Commercial Core,1ST AVE BETWEEN UNIVERSITY ST AND UNION ST,2017-10-05 17:00:00,10,15,0.6667,Thursday
4652,Commercial Core,SENECA ST BETWEEN ALASKAN E RDWY WAY AND WESTERN AVE,2016-05-25 12:00:00,9,13,0.6923,Wednesday
4653,Commercial Core,PIKE ST BETWEEN 5TH AVE AND 6TH AVE,2017-10-05 13:00:00,10,15,0.6667,Thursday
4654,Commercial Core,SENECA ST BETWEEN 4TH AVE AND 5TH AVE,2017-10-05 21:00:00,10,15,0.6667,Thursday
4655,Commercial Core,2ND AVE BETWEEN SPRING ST AND SENECA ST,2018-08-05 17:00:00,10,15,0.6667,Sunday
4656,Commercial Core,1ST AVE BETWEEN UNIVERSITY ST AND UNION ST,2016-05-25 08:00:00,10,15,0.6667,Wednesday
4657,Commercial Core,2ND AVE BETWEEN SPRING ST AND SENECA ST,2016-05-25 18:00:00,10,15,0.6667,Wednesday
4658,Commercial Core,ALASKAN WAY BETWEEN UNIVERSITY ST AND UNION ST,2017-10-05 09:00:00,10,15,0.6667,Thursday
4659,Commercial Core,SENECA ST BETWEEN ALASKAN E RDWY WAY AND WESTERN AVE,2017-10-05 17:00:00,9,13,0.6923,Thursday
4660,Commercial Core,6TH AVE BETWEEN COLUMBIA ST AND MARION ST,2016-05-25 18:00:00,15,20,0.75,Wednesday
4661,Commercial Core,SENECA ST BETWEEN 4TH AVE AND 5TH AVE,2017-10-05 09:00:00,10,15,0.6667,Thursday
4662,Commercial Core,UNION ST BETWEEN 5TH AVE AND 6TH AVE,2017-10-05 17:00:00,10,15,0.6667,Thursday
4663,Commercial Core,4TH AVE BETWEEN SPRING ST AND SENECA ST,2016-05-25 14:00:00,10,15,0.6667,Wednesday
4664,Commercial Core,OLIVE WAY BETWEEN 5TH AVE AND 6TH AVE,2018-08-05 08:00:00,10,15,0.6667,Sunday
4665,Commercial Core,UNION ST BETWEEN 4TH AVE AND 5TH AVE,2017-10-05 14:00:00,10,15,0.6667,Thursday
4666,Commercial Core,ALASKAN WAY BETWEEN SENECA ST AND UNIVERSITY ST,2014-05-06 10:00:00,15,18,0.8333,Tuesday
4667,Commercial Core,4TH AVE BETWEEN SENECA ST AND UNIVERSITY ST,2018-08-05 18:00:00,10,15,0.6667,Sunday
4668,Commercial Core,ALASKAN WAY BETWEEN SENECA ST AND UNIVERSITY ST,2018-09-05 11:00:00,9,13,0.6923,Wednesday
4669,Commercial Core,MADISON ST BETWEEN 2ND AVE AND 3RD AVE,2016-05-25 09:00:00,5,11,0.4545,Wednesday
4670,Commercial Core,JEFFERSON ST BETWEEN 4TH AVE AND 5TH AVE,2016-05-25 19:00:00,15,17,0.8824,Wednesday
4671,Commercial Core,UNION ST BETWEEN 2ND AVE AND 3RD AVE,2017-10-05 10:00:00,10,15,0.6667,Thursday
4672,Commercial Core,MADISON ST BETWEEN 2ND AVE AND 3RD AVE,2017-10-05 18:00:00,5,11,0.4545,Thursday
4673,Commercial Core,4TH AVE BETWEEN SPRING ST AND SENECA ST,2016-05-25 15:00:00,10,15,0.6667,Wednesday
