Elmntkey,Study_Area,Area_ID,Day_of_Week,Time,Parking_Spaces,Total_Vehicle_Count
8242,First Hill,12,3,0.67,30,19
34309,First Hill,12,3,0.58,94,89
35501,First Hill,12,3,0.5,35,39
35826,First Hill,12,3,0.25,30,38
76414,First Hill,12,3,0.25,35,36
58413,First Hill,12,3,0.25,15,16
76406,First Hill,12,3,0.92,16,16
54037,First Hill,12,3,0.58,11,10
35430,First Hill,12,3,0.5,27,23
76417,First Hill,12,3,0.25,25,25
58401,First Hill,12,3,0,24,25
12953,First Hill,12,3,0.67,50,41
9422,First Hill,12,3,0.67,20,7
79657,First Hill,12,3,0.58,25,29
11594,First Hill,12,3,0.5,30,8
34222,First Hill,12,3,0.17,24,23
11874,First Hill,12,3,0.08,25,21
11869,First Hill,12,3,1.17,13,6
54610,First Hill,12,3,1.17,14,15
35705,First Hill,12,3,1.08,40,47
35706,First Hill,12,3,0.92,30,35
12770,First Hill,12,3,0.83,14,10
77558,First Hill,12,3,0.83,44,23
80946,First Hill,12,3,0.17,30,26
35434,First Hill,12,3,0.17,25,22
58410,First Hill,12,3,0.17,16,20
10877,First Hill,12,3,0.92,23,25
32557,First Hill,12,3,0.92,27,19
34310,First Hill,12,3,0.83,68,38
58413,First Hill,12,3,0.83,15,16
35822,First Hill,12,3,0.75,30,17
79881,First Hill,12,3,0.42,40,44
11869,First Hill,12,3,0.25,37,33
35429,First Hill,12,3,1.17,12,12
8370,First Hill,12,3,1.08,32,39
34481,First Hill,12,3,1,30,40
58402,First Hill,12,3,0.83,32,33
80946,First Hill,12,3,0.33,30,21
76033,First Hill,12,3,0.17,23,17
11865,First Hill,12,3,0.75,35,28
81206,First Hill,12,3,0.58,50,50
59166,First Hill,12,3,0.33,15,18
54606,First Hill,12,3,0,25,16
80946,First Hill,12,3,1.17,12,11
79885,First Hill,12,3,1,28,32
77314,First Hill,12,3,0.92,24,20
80745,First Hill,12,3,0.33,20,22
35706,First Hill,12,3,0,30,32
11870,First Hill,12,3,1.08,16,8
76413,First Hill,12,3,1,35,34
35821,First Hill,12,3,0.75,25,14
77562,First Hill,12,3,0.42,55,37
81206,First Hill,12,3,0.08,50,49
80746,First Hill,12,3,0.75,35,42
56982,First Hill,12,3,0.42,16,17
32470,First Hill,12,3,0.25,28,29
77557,First Hill,12,3,0.25,30,28
81206,First Hill,12,3,0.75,50,54
56085,First Hill,12,3,0.75,22,12
8609,First Hill,12,3,0.5,22,20
9702,First Hill,12,3,0.5,34,27
34310,First Hill,12,3,0.33,68,63
76186,First Hill,12,3,0.83,20,23
76033,First Hill,12,3,0.75,23,4
11670,First Hill,12,3,0.42,22,21
35438,First Hill,12,3,0.17,20,11
11594,First Hill,12,3,0,30,7
11598,First Hill,12,3,1,40,7
79881,First Hill,12,3,0.83,40,44
55025,First Hill,12,3,0.5,35,38
31297,First Hill,12,3,0.42,30,25
9702,First Hill,12,3,1.17,13,12
11590,First Hill,12,3,1,16,10
76398,First Hill,12,3,0.5,24,20
35433,First Hill,12,3,0.25,25,26
35706,First Hill,12,3,0.25,30,31
81105,First Hill,12,3,0.17,15,18
34481,First Hill,12,3,0,30,38
35433,First Hill,12,3,0,25,26
11874,First Hill,12,3,1,25,23
8373,First Hill,12,3,0.75,40,43
56085,First Hill,12,3,0.67,22,12
76042,First Hill,12,3,0.58,26,16
11866,First Hill,12,3,0.42,30,28
11870,First Hill,12,3,0.42,16,19
13085,First Hill,12,3,0.42,24,21
35826,First Hill,12,3,0.33,30,35
13086,First Hill,12,3,0.17,18,11
13197,First Hill,12,3,0.75,22,22
80745,First Hill,12,3,0.75,20,26
76033,First Hill,12,3,0.67,23,13
9697,First Hill,12,3,0.5,44,40
79885,First Hill,12,3,0.33,28,30
58410,First Hill,12,3,1.08,16,20
79881,First Hill,12,3,1.08,40,45
35829,First Hill,12,3,0.83,25,31
57190,First Hill,12,3,0.08,25,29
12958,First Hill,12,3,0,28,22
35718,First Hill,12,3,1,36,38
58085,First Hill,12,3,1,15,15
11670,First Hill,12,3,0.92,22,18
58182,First Hill,12,3,0.75,30,16
35429,First Hill,12,3,0.33,33,32
35714,First Hill,12,3,0.33,30,28
8373,First Hill,12,3,1,40,44
76410,First Hill,12,3,0.92,20,20
34222,First Hill,12,3,0.42,24,19
56085,First Hill,12,3,0.33,22,14
79014,First Hill,12,3,0.25,16,20
31541,First Hill,12,3,0.08,12,17
80946,First Hill,12,3,0,30,23
12957,First Hill,12,3,1,30,34
76414,First Hill,12,3,0.92,35,17
12949,First Hill,12,3,0.83,50,48
11873,First Hill,12,3,0.33,16,15
32558,First Hill,12,3,0.25,40,26
77562,First Hill,12,3,0.17,55,50
58197,First Hill,12,3,0,50,51
32557,First Hill,12,3,1.17,18,13
58401,First Hill,12,3,1.08,24,27
35717,First Hill,12,3,0.75,28,28
8370,First Hill,12,3,0.58,32,31
80745,First Hill,12,3,0.58,20,26
76186,First Hill,12,3,0.42,20,21
58181,First Hill,12,3,0.25,50,39
54610,First Hill,12,3,0.17,28,28
35501,First Hill,12,3,1.08,35,45
12953,First Hill,12,3,1.08,50,48
8378,First Hill,12,3,0.83,32,30
11866,First Hill,12,3,0.75,30,19
35502,First Hill,12,3,0.75,20,23
54037,First Hill,12,3,0.42,11,9
80742,First Hill,12,3,0.25,45,42
35706,First Hill,12,3,0.08,30,31
32466,First Hill,12,3,0.17,22,15
77562,First Hill,12,3,0.58,55,41
76413,First Hill,12,3,0,35,29
31541,First Hill,12,3,1,12,16
35713,First Hill,12,3,1,24,23
77558,First Hill,12,3,0.5,44,44
58410,First Hill,12,3,0.33,16,18
77562,First Hill,12,3,1.08,55,35
35830,First Hill,12,3,0.92,25,29
35825,First Hill,12,3,0.75,35,32
35505,First Hill,12,3,0.25,40,24
58413,First Hill,12,3,0.08,15,11
76409,First Hill,12,3,0.67,20,18
35430,First Hill,12,3,0.25,27,27
58181,First Hill,12,3,0,50,31
9698,First Hill,12,3,0,28,29
11870,First Hill,12,3,1,16,14
59166,First Hill,12,3,0.83,15,7
58194,First Hill,12,3,0.5,40,40
11874,First Hill,12,3,0.42,25,23
8242,First Hill,12,3,0.33,30,34
34477,First Hill,12,3,0.33,50,46
11874,First Hill,12,3,0.17,25,22
35821,First Hill,12,3,0.08,25,25
11674,First Hill,12,3,0.08,25,24
12958,First Hill,12,3,0.08,28,21
76414,First Hill,12,3,0,35,20
77557,First Hill,12,3,0.92,30,27
9422,First Hill,12,3,0.92,20,13
13093,First Hill,12,3,0.83,49,20
35506,First Hill,12,3,0.42,41,24
11866,First Hill,12,3,0.17,30,28
32554,First Hill,12,3,0.17,45,38
80945,First Hill,12,3,1.08,40,49
35433,First Hill,12,3,1,25,22
54609,First Hill,12,3,1,32,36
35717,First Hill,12,3,0.83,28,29
80746,First Hill,12,3,0.83,35,45
35430,First Hill,12,3,0.75,27,15
56246,First Hill,12,3,0.33,12,16
35706,First Hill,12,3,0.17,30,30
55026,First Hill,12,3,1,50,54
11869,First Hill,12,3,0.75,37,21
11674,First Hill,12,3,0.75,25,18
9422,First Hill,12,3,0.42,20,13
76042,First Hill,12,3,0.25,26,29
9702,First Hill,12,3,0.17,34,28
8242,First Hill,12,3,0,30,27
80842,First Hill,12,3,1.17,18,15
58402,First Hill,12,3,0.92,32,35
54038,First Hill,12,3,0.67,40,40
58410,First Hill,12,3,0.42,16,20
76413,First Hill,12,3,0.58,35,30
35830,First Hill,12,3,0.58,25,28
13086,First Hill,12,3,0.33,18,10
54606,First Hill,12,3,0.25,25,28
76038,First Hill,12,3,0.25,30,24
80841,First Hill,12,3,0.25,40,34
8373,First Hill,12,3,0.17,40,47
58401,First Hill,12,3,1,24,28
32466,First Hill,12,3,0.5,22,13
80745,First Hill,12,3,0.17,20,26
32558,First Hill,12,3,0.92,40,26
10877,First Hill,12,3,0.75,23,11
9421,First Hill,12,3,0.58,36,25
77618,First Hill,12,3,0.5,39,37
10877,First Hill,12,3,0.5,23,18
35502,First Hill,12,3,0.42,20,21
81206,First Hill,12,3,0.25,50,51
13082,First Hill,12,3,0.25,24,27
58194,First Hill,12,3,0,40,41
76034,First Hill,12,3,1,22,26
76034,First Hill,12,3,0.67,22,21
8369,First Hill,12,3,0.58,12,9
80742,First Hill,12,3,0.33,45,46
58185,First Hill,12,3,0.33,50,48
76186,First Hill,12,3,0.25,20,24
58402,First Hill,12,3,0.08,32,38
35714,First Hill,12,3,0.58,30,26
34305,First Hill,12,3,0.92,25,25
58194,First Hill,12,3,0.67,40,41
81205,First Hill,12,3,0.25,40,35
11674,First Hill,12,3,0.25,25,24
35505,First Hill,12,3,0.17,40,21
8374,First Hill,12,3,0.17,35,38
8373,First Hill,12,3,0.08,40,40
35829,First Hill,12,3,0,25,29
35718,First Hill,12,3,1.17,18,20
77557,First Hill,12,3,1.08,30,27
8369,First Hill,12,3,0.92,12,7
13198,First Hill,12,3,0.83,45,36
34482,First Hill,12,3,0.67,45,45
12769,First Hill,12,3,0.58,45,44
80746,First Hill,12,3,0.58,35,41
35706,First Hill,12,3,0.42,30,34
80741,First Hill,12,3,0.08,26,34
10877,First Hill,12,3,1,23,27
80841,First Hill,12,3,0.92,40,36
76413,First Hill,12,3,1.17,14,9
35718,First Hill,12,3,0.92,36,35
76409,First Hill,12,3,0.08,20,16
35509,First Hill,12,3,0.08,14,16
76414,First Hill,12,3,1.08,35,19
34306,First Hill,12,3,0.5,30,32
79881,First Hill,12,3,0.33,40,41
35501,First Hill,12,3,0.08,35,38
8369,First Hill,12,3,1.08,12,6
58182,First Hill,12,3,0.92,30,24
35718,First Hill,12,3,0.83,36,30
76417,First Hill,12,3,0.67,25,23
54610,First Hill,12,3,0.67,28,29
9697,First Hill,12,3,0.08,44,44
34222,First Hill,12,3,0,24,18
35509,First Hill,12,3,0,14,18
13093,First Hill,12,3,1,49,26
11874,First Hill,12,3,0.83,25,26
31297,First Hill,12,3,0.83,30,20
35825,First Hill,12,3,0.83,35,33
58197,First Hill,12,3,0.67,50,56
55025,First Hill,12,3,0.17,35,34
77618,First Hill,12,3,0,39,32
32554,First Hill,12,3,0,45,34
58185,First Hill,12,3,1,50,47
35438,First Hill,12,3,0.83,20,19
8370,First Hill,12,3,0.75,32,29
12769,First Hill,12,3,0.75,45,44
58409,First Hill,12,3,0.67,52,49
31542,First Hill,12,3,0.42,24,24
58085,First Hill,12,3,0.33,15,13
76398,First Hill,12,3,0.08,24,24
80742,First Hill,12,3,0.08,45,39
34305,First Hill,12,3,1.08,25,21
35821,First Hill,12,3,0.83,25,24
76038,First Hill,12,3,0.58,30,24
8373,First Hill,12,3,1.17,16,18
32470,First Hill,12,3,1.08,28,32
80746,First Hill,12,3,1,35,39
12770,First Hill,12,3,0.67,14,14
54038,First Hill,12,3,0.42,40,46
13197,First Hill,12,3,0.33,22,21
58182,First Hill,12,3,0.33,30,22
58186,First Hill,12,3,0.17,40,33
35714,First Hill,12,3,0.17,30,28
76410,First Hill,12,3,1.08,20,19
11874,First Hill,12,3,1.08,25,26
35821,First Hill,12,3,1,25,24
9421,First Hill,12,3,0.92,36,30
32554,First Hill,12,3,0.75,45,14
35830,First Hill,12,3,0.42,25,29
55025,First Hill,12,3,0.33,35,30
55026,First Hill,12,3,0.17,50,58
77618,First Hill,12,3,1.17,15,9
79014,First Hill,12,3,1.08,16,18
12770,First Hill,12,3,1.08,14,14
80745,First Hill,12,3,0.83,20,26
80946,First Hill,12,3,0.67,30,16
58085,First Hill,12,3,0.67,15,13
34481,First Hill,12,3,0.67,30,39
76034,First Hill,12,3,0.42,22,25
81205,First Hill,12,3,0.5,40,27
76410,First Hill,12,3,0.25,20,19
10877,First Hill,12,3,0.17,23,20
35822,First Hill,12,3,1.17,12,8
76033,First Hill,12,3,1.08,23,8
76406,First Hill,12,3,0.67,16,15
76417,First Hill,12,3,0.5,25,23
35437,First Hill,12,3,0.08,25,30
35509,First Hill,12,3,0.33,14,18
11674,First Hill,12,3,1,25,23
11594,First Hill,12,3,0.92,30,2
11673,First Hill,12,3,0.5,20,17
9422,First Hill,12,3,0.17,20,14
76042,First Hill,12,3,0.17,26,29
80945,First Hill,12,3,1.17,16,19
54037,First Hill,12,3,0.83,11,9
13082,First Hill,12,3,0.75,24,17
77558,First Hill,12,3,0.75,44,23
80746,First Hill,12,3,0.67,35,43
76398,First Hill,12,3,0.58,24,23
58402,First Hill,12,3,0.42,32,35
55025,First Hill,12,3,0.67,35,32
35825,First Hill,12,3,0.5,35,35
11865,First Hill,12,3,0.42,35,32
11594,First Hill,12,3,0.33,30,17
54606,First Hill,12,3,0.17,25,26
13093,First Hill,12,3,0.08,49,46
9421,First Hill,12,3,0,36,29
35826,First Hill,12,3,0,30,33
57190,First Hill,12,3,0,25,24
76406,First Hill,12,3,1,16,15
9697,First Hill,12,3,1,44,41
12770,First Hill,12,3,0.5,14,11
58186,First Hill,12,3,0.5,40,35
34481,First Hill,12,3,0.42,30,37
56982,First Hill,12,3,0.25,16,17
58410,First Hill,12,3,0.25,16,18
35502,First Hill,12,3,0.5,20,22
10877,First Hill,12,3,0.42,23,17
13093,First Hill,12,3,0.17,49,45
34309,First Hill,12,3,0,94,62
32466,First Hill,12,3,0.83,22,14
35717,First Hill,12,3,0.5,28,32
76038,First Hill,12,3,0.08,30,16
8373,First Hill,12,3,0.42,40,43
8373,First Hill,12,3,0,40,42
80742,First Hill,12,3,1,45,48
35714,First Hill,12,3,0.92,30,26
35822,First Hill,12,3,1,30,18
56085,First Hill,12,3,0.5,22,16
8374,First Hill,12,3,0.42,35,34
56982,First Hill,12,3,1.17,16,18
80741,First Hill,12,3,1,26,35
77557,First Hill,12,3,0.67,30,16
58182,First Hill,12,3,0.67,30,12
32466,First Hill,12,3,0.33,22,17
54606,First Hill,12,3,0.33,25,24
79885,First Hill,12,3,1.08,28,29
77314,First Hill,12,3,1.08,24,21
35438,First Hill,12,3,1,20,17
12769,First Hill,12,3,0.67,45,48
79886,First Hill,12,3,0.33,32,37
56982,First Hill,12,3,0.17,16,17
58410,First Hill,12,3,0.5,16,18
12949,First Hill,12,3,0.92,50,54
12958,First Hill,12,3,0.5,28,23
35822,First Hill,12,3,0.33,30,23
31297,First Hill,12,3,0.17,30,23
11669,First Hill,12,3,0.17,35,28
35505,First Hill,12,3,0.08,40,23
56982,First Hill,12,3,1.08,16,19
76038,First Hill,12,3,1,30,10
13198,First Hill,12,3,0.75,45,35
58414,First Hill,12,3,0.67,15,6
9697,First Hill,12,3,0.58,44,39
79578,First Hill,12,3,0.25,18,12
12769,First Hill,12,3,0,45,51
35434,First Hill,12,3,0,25,22
31297,First Hill,12,3,0.92,30,28
35821,First Hill,12,3,0.92,25,24
35826,First Hill,12,3,0.83,30,32
58194,First Hill,12,3,0.75,40,39
32554,First Hill,12,3,0.58,45,35
9421,First Hill,12,3,0.33,36,23
80745,First Hill,12,3,1.08,20,26
12770,First Hill,12,3,0.92,14,12
58181,First Hill,12,3,0.92,50,36
35434,First Hill,12,3,0.67,25,14
80945,First Hill,12,3,0.42,40,42
11126,First Hill,12,3,0.33,30,26
31541,First Hill,12,3,0.33,12,17
35433,First Hill,12,3,0.08,25,26
8378,First Hill,12,3,0.75,32,28
32554,First Hill,12,3,0.33,45,39
12957,First Hill,12,3,0.33,30,30
12950,First Hill,12,3,0,45,37
11873,First Hill,12,3,0,16,17
11126,First Hill,12,3,1,30,26
13082,First Hill,12,3,0.92,24,20
58086,First Hill,12,3,0.83,20,23
76417,First Hill,12,3,0.75,25,14
80746,First Hill,12,3,0.33,35,43
81105,First Hill,12,3,0.25,15,18
58186,First Hill,12,3,0.08,40,32
8373,First Hill,12,3,0.83,40,42
8374,First Hill,12,3,0.5,35,29
8609,First Hill,12,3,0.42,22,20
35825,First Hill,12,3,0.25,35,37
34305,First Hill,12,3,0.25,25,25
8610,First Hill,12,3,0.25,35,37
58402,First Hill,12,3,0.5,32,35
9421,First Hill,12,3,1,36,33
34306,First Hill,12,3,0.58,30,29
32558,First Hill,12,3,0.58,40,23
9422,First Hill,12,3,0.5,20,17
11669,First Hill,12,3,0,35,25
11670,First Hill,12,3,1.17,22,20
32470,First Hill,12,3,1.17,14,15
58402,First Hill,12,3,1,32,37
35705,First Hill,12,3,0.83,40,36
32470,First Hill,12,3,0.75,28,28
32466,First Hill,12,3,0.75,22,10
80741,First Hill,12,3,0.58,26,35
76398,First Hill,12,3,0.25,24,25
76186,First Hill,12,3,0,20,17
9422,First Hill,12,3,1.08,20,13
56910,First Hill,12,3,1,30,2
8377,First Hill,12,3,0.75,55,53
35506,First Hill,12,3,0.5,41,24
77558,First Hill,12,3,1.17,20,20
12769,First Hill,12,3,1.08,45,46
58085,First Hill,12,3,0.75,15,13
58402,First Hill,12,3,0.58,32,36
12954,First Hill,12,3,1,45,52
80842,First Hill,12,3,0.83,45,37
13198,First Hill,12,3,0.92,45,36
58401,First Hill,12,3,0.75,24,23
13082,First Hill,12,3,0.67,24,23
11126,First Hill,12,3,0.58,30,22
80945,First Hill,12,3,0.58,40,46
56982,First Hill,12,3,0.08,16,16
77313,First Hill,12,3,0.08,22,13
54609,First Hill,12,3,0,32,35
32558,First Hill,12,3,1.08,40,27
76410,First Hill,12,3,1,20,19
57190,First Hill,12,3,1,25,28
55025,First Hill,12,3,0.92,35,38
11865,First Hill,12,3,0.92,35,30
11869,First Hill,12,3,0.5,37,32
56085,First Hill,12,3,0.08,22,20
11869,First Hill,12,3,0.08,37,30
55026,First Hill,12,3,1.17,20,21
35506,First Hill,12,3,1.17,14,6
54038,First Hill,12,3,0.92,40,40
58086,First Hill,12,3,0.92,20,24
13197,First Hill,12,3,0.92,22,24
8369,First Hill,12,3,0.83,12,6
79885,First Hill,12,3,0.83,28,31
80742,First Hill,12,3,0.75,45,32
76033,First Hill,12,3,0.25,23,19
8610,First Hill,12,3,1,35,40
12957,First Hill,12,3,0.92,30,32
58414,First Hill,12,3,0.58,15,6
56910,First Hill,12,3,0.5,30,16
11869,First Hill,12,3,0.42,37,24
58182,First Hill,12,3,1,30,29
56982,First Hill,12,3,0.92,16,18
35438,First Hill,12,3,0.75,20,18
58086,First Hill,12,3,0.67,20,18
13197,First Hill,12,3,0.67,22,24
58086,First Hill,12,3,0.5,20,22
35713,First Hill,12,3,0.42,24,21
80741,First Hill,12,3,0.33,26,35
77558,First Hill,12,3,0.33,44,41
80742,First Hill,12,3,0,45,39
35505,First Hill,12,3,1.08,40,37
35829,First Hill,12,3,1.08,25,34
11866,First Hill,12,3,1.08,30,20
35506,First Hill,12,3,0.92,41,38
81206,First Hill,12,3,0.42,50,48
11870,First Hill,12,3,0.25,16,18
79881,First Hill,12,3,0.25,40,40
34477,First Hill,12,3,0.25,50,51
8382,First Hill,12,3,0,20,23
79885,First Hill,12,3,1.17,14,14
54610,First Hill,12,3,0.83,28,30
12769,First Hill,12,3,0.5,45,45
80946,First Hill,12,3,0.25,30,24
11590,First Hill,12,3,0,16,14
76410,First Hill,12,3,0.5,20,24
8377,First Hill,12,3,0.25,55,59
77313,First Hill,12,3,1.08,22,22
77558,First Hill,12,3,0.92,44,25
58185,First Hill,12,3,0.5,50,48
8370,First Hill,12,3,0.08,32,34
76042,First Hill,12,3,0.92,26,22
35505,First Hill,12,3,0.92,40,32
11870,First Hill,12,3,0.75,16,11
8382,First Hill,12,3,0.67,20,9
35505,First Hill,12,3,0.67,40,21
59166,First Hill,12,3,0.5,15,17
11874,First Hill,12,3,0.25,25,18
8378,First Hill,12,3,0.08,32,25
76417,First Hill,12,3,1,25,23
56982,First Hill,12,3,1,16,18
79014,First Hill,12,3,0.75,16,16
76186,First Hill,12,3,0.67,20,23
13198,First Hill,12,3,0.58,45,35
76417,First Hill,12,3,0.58,25,27
54037,First Hill,12,3,0.5,11,11
80745,First Hill,12,3,0.5,20,24
58194,First Hill,12,3,0.92,40,41
11669,First Hill,12,3,0.33,35,29
12958,First Hill,12,3,0.33,28,24
80946,First Hill,12,3,0.5,30,22
77557,First Hill,12,3,0.33,30,27
8369,First Hill,12,3,0.17,12,11
77314,First Hill,12,3,0,24,19
35509,First Hill,12,3,0.83,14,16
12950,First Hill,12,3,1,45,39
54606,First Hill,12,3,0.92,25,28
81206,First Hill,12,3,0.92,50,57
12954,First Hill,12,3,0.83,45,53
35506,First Hill,12,3,0.33,41,24
59166,First Hill,12,3,0.08,15,19
58409,First Hill,12,3,0.17,52,50
58181,First Hill,12,3,0.08,50,36
58410,First Hill,12,3,0,16,16
35830,First Hill,12,3,0.75,25,26
80842,First Hill,12,3,0.25,45,36
77618,First Hill,12,3,0.25,39,35
58198,First Hill,12,3,0.17,30,32
12949,First Hill,12,3,0.08,50,46
9421,First Hill,12,3,1.17,12,6
79886,First Hill,12,3,0.67,32,39
32470,First Hill,12,3,0.5,28,27
54609,First Hill,12,3,0.33,32,35
32470,First Hill,12,3,0,28,26
55026,First Hill,12,3,1.08,50,52
77618,First Hill,12,3,1,39,16
32554,First Hill,12,3,0.92,45,29
12950,First Hill,12,3,0.58,45,33
13085,First Hill,12,3,0,24,17
11866,First Hill,12,3,1.17,12,12
76417,First Hill,12,3,0.92,25,21
76186,First Hill,12,3,0.5,20,21
76398,First Hill,12,3,0,24,24
77561,First Hill,12,3,1,27,13
35825,First Hill,12,3,0.92,35,35
58198,First Hill,12,3,0.92,30,33
9421,First Hill,12,3,0.83,36,21
9702,First Hill,12,3,0.83,34,28
81205,First Hill,12,3,0.75,40,24
12950,First Hill,12,3,0.33,45,37
13085,First Hill,12,3,0.25,24,20
11870,First Hill,12,3,0.17,16,19
77562,First Hill,12,3,0.08,55,51
54038,First Hill,12,3,0.75,40,36
35705,First Hill,12,3,0.58,40,44
31542,First Hill,12,3,0.58,24,22
11126,First Hill,12,3,0.25,30,24
8378,First Hill,12,3,1.08,32,29
32558,First Hill,12,3,0.83,40,19
11873,First Hill,12,3,0.5,16,15
80842,First Hill,12,3,0.5,45,31
12954,First Hill,12,3,0.42,45,50
55025,First Hill,12,3,0.25,35,36
13198,First Hill,12,3,0.42,45,37
58181,First Hill,12,3,0.42,50,35
12950,First Hill,12,3,0.92,45,41
13086,First Hill,12,3,0.58,18,9
32554,First Hill,12,3,0.5,45,39
13086,First Hill,12,3,0,18,10
35501,First Hill,12,3,0.17,35,28
9421,First Hill,12,3,0.17,36,28
76409,First Hill,12,3,0.75,20,18
35430,First Hill,12,3,0.67,27,21
77313,First Hill,12,3,0.58,22,8
9697,First Hill,12,3,0.17,44,42
79014,First Hill,12,3,0,16,18
58410,First Hill,12,3,1,16,20
11869,First Hill,12,3,1.08,37,19
9421,First Hill,12,3,1.08,36,32
8609,First Hill,12,3,1,22,20
12958,First Hill,12,3,0.83,28,24
11869,First Hill,12,3,0.67,37,29
12953,First Hill,12,3,0.17,50,45
12949,First Hill,12,3,1.17,20,21
77557,First Hill,12,3,0.5,30,25
58186,First Hill,12,3,0.42,40,35
81105,First Hill,12,3,0.33,15,18
56246,First Hill,12,3,0,12,16
55025,First Hill,12,3,1,35,33
11674,First Hill,12,3,0.92,25,23
35830,First Hill,12,3,0.83,25,30
77618,First Hill,12,3,0.75,39,14
59166,First Hill,12,3,0.75,15,10
13093,First Hill,12,3,0.5,49,40
76413,First Hill,12,3,0.33,35,31
11598,First Hill,12,3,0.25,40,21
13082,First Hill,12,3,1.17,14,4
79578,First Hill,12,3,1,18,1
11670,First Hill,12,3,1,22,19
9697,First Hill,12,3,0.42,44,37
54609,First Hill,12,3,0.17,32,32
8369,First Hill,12,3,0.08,12,11
81205,First Hill,12,3,0.67,40,20
35429,First Hill,12,3,1.08,33,31
35429,First Hill,12,3,1,33,37
80945,First Hill,12,3,0.83,40,49
11126,First Hill,12,3,0.67,30,26
35713,First Hill,12,3,0.33,24,21
11590,First Hill,12,3,0.17,16,14
13198,First Hill,12,3,0,45,34
80842,First Hill,12,3,0.67,45,23
9702,First Hill,12,3,0.67,34,29
76414,First Hill,12,3,0.58,35,19
11874,First Hill,12,3,0.58,25,23
8373,First Hill,12,3,0.5,40,46
9422,First Hill,12,3,0.33,20,16
34309,First Hill,12,3,0.33,94,84
35825,First Hill,12,3,0.33,35,35
80746,First Hill,12,3,1.17,14,18
9698,First Hill,12,3,1,28,31
58186,First Hill,12,3,0.67,40,35
77558,First Hill,12,3,0.17,44,40
35509,First Hill,12,3,0.75,14,16
34305,First Hill,12,3,0.67,25,18
79657,First Hill,12,3,0.67,25,23
34222,First Hill,12,3,0.33,24,13
56910,First Hill,12,3,0.33,30,16
77314,First Hill,12,3,0.75,24,21
76409,First Hill,12,3,0.17,20,18
35714,First Hill,12,3,0.67,30,24
58410,First Hill,12,3,0.75,16,14
11673,First Hill,12,3,1.08,20,17
9702,First Hill,12,3,1,34,26
35501,First Hill,12,3,0.92,35,46
55025,First Hill,12,3,0.83,35,37
58401,First Hill,12,3,0.92,24,29
8370,First Hill,12,3,0.83,32,35
80945,First Hill,12,3,0,40,46
35502,First Hill,12,3,0.92,20,23
55026,First Hill,12,3,0.67,50,54
58194,First Hill,12,3,0.42,40,40
11673,First Hill,12,3,0.25,20,18
77618,First Hill,12,3,0.08,39,31
35713,First Hill,12,3,0.67,24,17
35717,First Hill,12,3,0.58,28,32
58402,First Hill,12,3,0.17,32,36
79885,First Hill,12,3,0.17,28,26
31297,First Hill,12,3,1.08,30,26
8609,First Hill,12,3,1.08,22,20
79881,First Hill,12,3,1,40,46
8374,First Hill,12,3,0.67,35,20
81206,First Hill,12,3,0.33,50,51
56910,First Hill,12,3,0.25,30,18
9697,First Hill,12,3,1.17,22,20
31541,First Hill,12,3,0.58,12,17
58086,First Hill,12,3,0.42,20,18
32466,First Hill,12,3,0.25,22,15
34482,First Hill,12,3,0,45,45
76042,First Hill,12,3,0.75,26,17
55026,First Hill,12,3,0.75,50,52
34309,First Hill,12,3,0.08,94,86
81205,First Hill,12,3,0.08,40,25
79657,First Hill,12,3,0,25,28
81105,First Hill,12,3,0.75,15,15
76186,First Hill,12,3,0.08,20,20
76033,First Hill,12,3,0,23,20
57190,First Hill,12,3,0.58,25,28
11873,First Hill,12,3,0.42,16,14
34306,First Hill,12,3,1.17,12,7
76038,First Hill,12,3,1.08,30,8
79014,First Hill,12,3,0.92,16,18
35438,First Hill,12,3,0.58,20,8
58181,First Hill,12,3,0.5,50,34
76186,First Hill,12,3,0.17,20,21
13197,First Hill,12,3,0.08,22,21
35714,First Hill,12,3,0.83,30,25
8242,First Hill,12,3,0.25,30,32
58197,First Hill,12,3,0.17,50,51
9702,First Hill,12,3,0,34,26
31542,First Hill,12,3,1.17,12,14
81105,First Hill,12,3,0.42,15,18
34482,First Hill,12,3,0.42,45,42
31541,First Hill,12,3,0.25,12,17
35714,First Hill,12,3,0.42,30,28
76414,First Hill,12,3,1,35,18
58413,First Hill,12,3,0.5,15,14
11873,First Hill,12,3,0.25,16,16
76410,First Hill,12,3,0.17,20,18
10877,First Hill,12,3,0.08,23,21
8377,First Hill,12,3,0,55,59
77314,First Hill,12,3,0.83,24,22
35434,First Hill,12,3,0.58,25,14
11590,First Hill,12,3,0.08,16,13
9422,First Hill,12,3,0.75,20,8
35821,First Hill,12,3,0.5,25,24
11669,First Hill,12,3,1.17,14,12
11598,First Hill,12,3,1.17,16,1
77557,First Hill,12,3,0.42,30,30
56982,First Hill,12,3,0.33,16,16
35437,First Hill,12,3,0.17,25,25
34309,First Hill,12,3,0.92,94,71
57190,First Hill,12,3,0.92,25,31
76413,First Hill,12,3,0.75,35,24
9702,First Hill,12,3,0.75,34,24
56085,First Hill,12,3,0.42,22,14
12949,First Hill,12,3,0.33,50,43
13085,First Hill,12,3,0.33,24,18
59166,First Hill,12,3,0.25,15,16
8378,First Hill,12,3,1.17,11,10
35718,First Hill,12,3,1.08,36,38
